videoname,poi,context,value
83,Bill Clinton,83,0.0188446044921875
84,Bernie Sanders,84,0.0200653076171875
85,Bernie Sanders,85,0.01218414306640625
86,Alec Guinness,86,0.024810791015625
87,Alec Guinness,87,0.01593017578125
88,Ronald Reagan,88,0.03570556640625
89,Barack Obama,89,0.0115966796875
90,Donald Trump,90,0.00507354736328125
91,Bill Clinton,91,0.061492919921875
92,Mitch Hedberg,92,0.1043701171875
93,Ayn Rand,93,0.0290069580078125
94,Barack Obama,94,0.0216217041015625
95,Bill Clinton,95,0.0172882080078125
96,Alec Guinness,96,0.0455322265625
97,Barack Obama,97,0.0146026611328125
98,Bernie Sanders,98,0.012847900390625
99,Bill Burr,99,0.052490234375
100,Alexandria Ocasio-Cortez,100,0.0244903564453125
101,Christopher Hitchens,101,0.050384521484375
102,Milton Friedman,102,0.0207672119140625
103,Bernie Sanders,103,0.04840087890625
104,Bernie Sanders,104,0.0189971923828125
105,Christopher Hitchens,105,0.0235137939453125
106,FDR,106,0.01456451416015625
107,Alec Guinness,107,0.046966552734375
108,Donald Trump,108,0.01457977294921875
109,Arnold Schwarzenegger,109,0.0300445556640625
110,Milton Friedman,110,0.053985595703125
111,Barack Obama,111,0.032379150390625
112,Barack Obama,112,0.0185089111328125
113,Donald Trump,113,0.019989013671875
114,Ayn Rand,114,0.04754638671875
115,Bill Clinton,115,0.05230712890625
116,FDR,116,0.050262451171875
117,Alan Watts,117,0.07733154296875
118,Bernie Sanders,118,0.051483154296875
119,Barack Obama,119,0.01546478271484375
120,Barack Obama,120,0.0224456787109375
121,Ayn Rand,121,0.03936767578125
122,FDR,122,0.08807373046875
123,Donald Trump,123,0.00513458251953125
124,Barack Obama,124,0.016510009765625
125,Donald Trump,125,0.0286407470703125
126,Mitch Hedberg,126,0.130859375
127,George W. Bush,127,0.056488037109375
128,Alan Watts,128,0.040771484375
129,Milton Friedman,129,0.0224761962890625
130,Bernie Sanders,130,0.03875732421875
131,Bill Clinton,131,0.0171356201171875
132,JFK,132,0.07037353515625
133,Barack Obama,133,0.05633544921875
134,Donald Trump,134,0.024749755859375
135,Bernie Sanders,135,0.0733642578125
136,Alec Guinness,136,0.043426513671875
137,Bill Clinton,137,0.01953125
138,Donald Trump,138,0.03045654296875
139,Bernie Sanders,139,0.0419921875
140,Alec Guinness,140,0.02716064453125
141,Mark Zuckerberg,141,0.01461029052734375
142,Mark Zuckerberg,142,0.016448974609375
143,Ayn Rand,143,0.01540374755859375
144,Queen Elizabeth II,144,0.05975341796875
145,Barack Obama,145,0.033050537109375
146,The Notorious B.I.G.,146,0.1053466796875
147,Alec Guinness,147,0.036224365234375
148,Jerry Seinfeld,148,0.062744140625
149,Martin Luther King,149,0.0712890625
150,Queen Elizabeth II,150,0.0465087890625
151,Martin Luther King,151,0.0198211669921875
152,Christopher Hitchens,152,0.0426025390625
153,2Pac,153,0.09674072265625
154,Winston Churchill,154,0.0182647705078125
155,Alec Guinness,155,0.056732177734375
156,Martin Luther King,156,0.023284912109375
157,Bill Clinton,157,0.021087646484375
158,Donald Trump,158,0.0240631103515625
159,Bernie Sanders,159,0.0499267578125
160,Martin Luther King,160,0.03271484375
161,Donald Trump,161,0.02813720703125
162,Donald Trump,162,0.03131103515625
163,Alec Guinness,163,0.041107177734375
164,Barack Obama,164,0.0267791748046875
165,George W. Bush,165,0.041717529296875
166,Alec Guinness,166,0.033660888671875
167,Ayn Rand,167,0.0162811279296875
168,Alec Guinness,168,0.0221710205078125
169,Ayn Rand,169,0.0252838134765625
170,Tucker Carlson,170,0.0628662109375
171,Donald Trump,171,0.01593017578125
172,Ayn Rand,172,0.043487548828125
173,Christopher Hitchens,173,0.048004150390625
174,Alec Guinness,174,0.040191650390625
175,Nelson Mandela,175,0.07745361328125
176,Barack Obama,176,0.0281829833984375
177,JFK,177,0.02362060546875
178,Ronald Reagan,178,0.018890380859375
179,Ayn Rand,179,0.041290283203125
180,Donald Trump,180,0.0189361572265625
181,Christopher Hitchens,181,0.01812744140625
182,Ayn Rand,182,0.0526123046875
183,Bernie Sanders,183,0.02276611328125
184,Barack Obama,184,0.04254150390625
185,Winston Churchill,185,0.00980377197265625
186,Alec Guinness,186,0.033355712890625
187,Bernie Sanders,187,0.040679931640625
188,Milton Friedman,188,0.0372314453125
189,Bernie Sanders,189,0.034393310546875
190,Barack Obama,190,0.032501220703125
191,Mark Zuckerberg,191,0.058868408203125
192,Winston Churchill,192,0.0272064208984375
193,The Notorious B.I.G.,193,0.0711669921875
194,Bernie Sanders,194,0.0172576904296875
195,Barack Obama,195,0.0743408203125
196,Bernie Sanders,196,0.016387939453125
197,Barack Obama,197,0.0156402587890625
198,Bernie Sanders,198,0.03497314453125
199,Barack Obama,199,0.01165771484375
200,Donald Trump,200,0.01007843017578125
201,Donald Trump,201,0.0229949951171875
202,Ayn Rand,202,0.036956787109375
203,Barack Obama,203,0.03094482421875
204,Donald Trump,204,0.0237884521484375
205,Donald Trump,205,0.0306854248046875
206,Ayn Rand,206,0.0120391845703125
207,Jerry Seinfeld,207,0.10211181640625
208,Bernie Sanders,208,0.0221710205078125
209,Nelson Mandela,209,0.045257568359375
210,Alec Guinness,210,0.0219573974609375
211,Ronald Reagan,211,0.0413818359375
212,Ronald Reagan,212,0.0268402099609375
213,FDR,213,0.0225830078125
214,George W. Bush,214,0.06610107421875
215,Alec Guinness,215,0.029937744140625
216,Mark Zuckerberg,216,0.02960205078125
217,Richard Nixon,217,0.034149169921875
218,Donald Trump,218,0.028106689453125
219,Donald Trump,219,0.0157928466796875
220,Ronald Reagan,220,0.0252532958984375
221,Richard Nixon,221,0.019073486328125
222,Donald Trump,222,0.0140228271484375
223,Barack Obama,223,0.0257720947265625
224,John Cleese,224,0.0738525390625
225,Bill Clinton,225,0.07403564453125
226,Nelson Mandela,226,0.048004150390625
227,Barack Obama,227,0.0208587646484375
228,Alec Guinness,228,0.015411376953125
229,The Notorious B.I.G.,229,0.1217041015625
230,Christopher Hitchens,230,0.016143798828125
231,Frank Sinatra,231,0.09381103515625
232,Alexandria Ocasio-Cortez,232,0.046112060546875
233,Louis Farrakhan,233,0.0241241455078125
234,Winston Churchill,234,0.017974853515625
235,Christopher Hitchens,235,0.014068603515625
236,Alec Guinness,236,0.052490234375
237,Christopher Hitchens,237,0.0141448974609375
238,Bill Clinton,238,0.0247650146484375
239,Louis Farrakhan,239,0.0246124267578125
240,JFK,240,0.0184478759765625
241,Ronald Reagan,241,0.0304412841796875
242,Ayn Rand,242,0.057342529296875
243,Donald Trump,243,0.0222015380859375
244,Barack Obama,244,0.013458251953125
245,Ronald Reagan,245,0.014434814453125
246,Martin Luther King,246,0.053558349609375
247,Norm MacDonald,247,0.027557373046875
248,Christopher Hitchens,248,0.044097900390625
249,Alec Guinness,249,0.0234222412109375
250,Donald Trump,250,0.0167083740234375
251,Barack Obama,251,0.03839111328125
252,Queen Elizabeth II,252,0.09906005859375
253,Alexandria Ocasio-Cortez,253,0.0279083251953125
254,Bernie Sanders,254,0.02752685546875
255,Alec Guinness,255,0.0313720703125
256,Winston Churchill,256,0.04693603515625
257,Richard Nixon,257,0.054595947265625
258,Barack Obama,258,0.025421142578125
259,Bernie Sanders,259,0.01326751708984375
260,Donald Trump,260,0.024261474609375
261,Alec Guinness,261,0.033233642578125
262,Arnold Schwarzenegger,262,0.0286865234375
263,Ayn Rand,263,0.0159454345703125
264,Gilbert Gottfried,264,0.019622802734375
265,Alec Guinness,265,0.0289154052734375
266,Bernie Sanders,266,0.0118865966796875
267,Alec Guinness,267,0.040191650390625
268,Donald Trump,268,0.027435302734375
269,Ayn Rand,269,0.041412353515625
270,Queen Elizabeth II,270,0.051971435546875
271,Ronald Reagan,271,0.0562744140625
272,Barack Obama,272,0.0166168212890625
273,Mark Zuckerberg,273,0.0265655517578125
274,Bill Burr,274,0.040557861328125
275,Alec Guinness,275,0.029083251953125
276,Barack Obama,276,0.0213165283203125
277,Ayn Rand,277,0.06427001953125
278,Bill Clinton,278,0.06976318359375
279,Donald Trump,279,0.00266265869140625
280,Bernie Sanders,280,0.02252197265625
281,Barack Obama,281,0.016937255859375
282,Ayn Rand,282,0.044464111328125
283,John Cleese,283,0.07879638671875
284,Ayn Rand,284,0.0138702392578125
285,Winston Churchill,285,0.034820556640625
286,George Carlin,286,0.043792724609375
287,Bill Clinton,287,0.07647705078125
288,Barack Obama,288,0.01605224609375
289,Ayn Rand,289,0.028778076171875
290,Donald Trump,290,0.0197296142578125
291,Winston Churchill,291,0.034881591796875
292,Bernie Sanders,292,0.037811279296875
293,Bernie Sanders,293,0.041748046875
294,Bernie Sanders,294,0.06488037109375
295,Dwight Eisenhower,295,0.06256103515625
296,Alec Guinness,296,0.0430908203125
297,Malcolm X,297,0.075439453125
298,Ayn Rand,298,0.057708740234375
299,Donald Trump,299,0.025360107421875
300,Bill Clinton,300,0.0248260498046875
301,Barack Obama,301,0.0213165283203125
302,Alec Guinness,302,0.031829833984375
303,Louis Farrakhan,303,0.052764892578125
304,Barack Obama,304,0.015625
305,Martin Luther King,305,0.0122833251953125
306,George Carlin,306,0.04803466796875
307,Ronald Reagan,307,0.051300048828125
308,Ronald Reagan,308,0.0278472900390625
309,Bernie Sanders,309,0.0182647705078125
310,JFK,310,0.060943603515625
311,Barack Obama,311,0.025665283203125
312,Christopher Hitchens,312,0.046142578125
313,Nelson Mandela,313,0.0224761962890625
314,Christopher Hitchens,314,0.0159759521484375
315,Barack Obama,315,0.05804443359375
316,Bernie Sanders,316,0.020721435546875
317,Arnold Schwarzenegger,317,0.057891845703125
318,Gilbert Gottfried,318,0.06292724609375
319,Ronald Reagan,319,0.04290771484375
320,FDR,320,0.013092041015625
321,Christopher Hitchens,321,0.11651611328125
322,Barack Obama,322,0.037628173828125
323,Louis Farrakhan,323,0.0180206298828125
324,Barack Obama,324,0.029541015625
325,Barack Obama,325,0.0173492431640625
326,Robert Kardashian,326,0.040130615234375
327,Barack Obama,327,0.0255584716796875
328,Ronald Reagan,328,0.023468017578125
329,John Cleese,329,0.052886962890625
330,Bernie Sanders,330,0.01520538330078125
331,Barack Obama,331,0.01465606689453125
332,Malcolm X,332,0.035400390625
333,FDR,333,0.067626953125
334,Barack Obama,334,0.0109100341796875
335,Bill Burr,335,0.0279541015625
336,Robert Kardashian,336,0.032684326171875
337,Bernie Sanders,337,0.021453857421875
338,Ronald Reagan,338,0.042144775390625
339,Ronald Reagan,339,0.047149658203125
340,Ronald Reagan,340,0.035919189453125
341,Bill Clinton,341,0.053314208984375
342,Frank Sinatra,342,0.10516357421875
343,Alec Guinness,343,0.0190277099609375
344,Kamala Harris,344,0.058349609375
345,Mark Zuckerberg,345,0.01532745361328125
346,Richard Nixon,346,0.049346923828125
347,George W. Bush,347,0.04925537109375
348,Donald Trump,348,0.009918212890625
349,Alec Guinness,349,0.026092529296875
350,Winston Churchill,350,0.044158935546875
351,Bill Clinton,351,0.0574951171875
352,Barack Obama,352,0.035980224609375
353,Orson Welles,353,0.05029296875
354,Martin Luther King,354,0.09869384765625
355,Bill Clinton,355,0.025665283203125
356,Ronald Reagan,356,0.037109375
357,Ronald Reagan,357,0.0550537109375
358,Ayn Rand,358,0.0159912109375
359,Louis Farrakhan,359,0.0231781005859375
360,Barack Obama,360,0.036895751953125
361,Bill Clinton,361,0.064208984375
362,Bill Clinton,362,0.01947021484375
363,Barack Obama,363,0.0172271728515625
364,Alexandria Ocasio-Cortez,364,0.01465606689453125
365,Barack Obama,365,0.01189422607421875
366,Bill Clinton,366,0.026580810546875
367,Winston Churchill,367,0.01427459716796875
368,Arnold Schwarzenegger,368,0.06280517578125
369,Barack Obama,369,0.031768798828125
370,Christopher Hitchens,370,0.020355224609375
371,Louis Farrakhan,371,0.0379638671875
372,Alec Guinness,372,0.03485107421875
373,Ayn Rand,373,0.042236328125
374,Christopher Hitchens,374,0.052703857421875
375,Alec Guinness,375,0.049774169921875
376,Alec Guinness,376,0.08819580078125
377,Barack Obama,377,0.03924560546875
378,Ayn Rand,378,0.01526641845703125
379,Christopher Hitchens,379,0.048980712890625
380,Alec Guinness,380,0.042755126953125
381,Barack Obama,381,0.04095458984375
382,Arnold Schwarzenegger,382,0.02020263671875
383,Ronald Reagan,383,0.014862060546875
384,Donald Trump,384,0.003711700439453125
385,Louis Farrakhan,385,0.1048583984375
386,Christopher Hitchens,386,0.0452880859375
387,Alec Guinness,387,0.01568603515625
388,Barack Obama,388,0.01351165771484375
389,Richard Nixon,389,0.043548583984375
390,Louis Farrakhan,390,0.054595947265625
391,Ronald Reagan,391,0.0516357421875
392,Donald Trump,392,0.153564453125
393,Alec Guinness,393,0.0251007080078125
394,Barack Obama,394,0.045989990234375
395,Martin Luther King,395,0.1573486328125
396,Milton Friedman,396,0.0228729248046875
397,Mark Zuckerberg,397,0.0296630859375
398,Bernie Sanders,398,0.032806396484375
399,Alec Guinness,399,0.053192138671875
400,Donald Trump,400,0.0229339599609375
401,Winston Churchill,401,0.022613525390625
402,Alan Watts,402,0.0660400390625
403,FDR,403,0.072265625
404,Barack Obama,404,0.0292816162109375
405,Christopher Hitchens,405,0.013092041015625
406,Donald Trump,406,0.020263671875
407,Donald Trump,407,0.0197601318359375
408,2Pac,408,0.100830078125
409,Bernie Sanders,409,0.0181121826171875
410,Boris Johnson,410,0.031524658203125
411,Donald Trump,411,0.0355224609375
412,JFK,412,0.0199737548828125
413,Donald Trump,413,0.02777099609375
414,Dwight Eisenhower,414,0.0250244140625
415,Christopher Hitchens,415,0.01556396484375
416,Nelson Mandela,416,0.0450439453125
417,Robert Kardashian,417,0.0341796875
418,Nick Offerman,418,0.0980224609375
419,Barack Obama,419,0.0186309814453125
420,Barack Obama,420,0.019012451171875
421,Bernie Sanders,421,0.056060791015625
422,Bernie Sanders,422,0.043670654296875
423,Louis Farrakhan,423,0.0296173095703125
424,Bernie Sanders,424,0.03924560546875
425,George Carlin,425,0.041473388671875
426,Dwight Eisenhower,426,0.039154052734375
427,Mark Zuckerberg,427,0.06353759765625
428,Barack Obama,428,0.0175018310546875
429,Bernie Sanders,429,0.0131072998046875
430,Alec Guinness,430,0.04425048828125
431,Donald Trump,431,0.01708984375
432,Alan Watts,432,0.051727294921875
433,Bob Ross,433,0.0985107421875
434,Donald Trump,434,0.01544952392578125
435,JFK,435,0.01247406005859375
436,Mark Zuckerberg,436,0.016387939453125
437,Boris Johnson,437,0.036956787109375
438,Donald Trump,438,0.028961181640625
439,Tucker Carlson,439,0.038482666015625
440,Donald Trump,440,0.04058837890625
441,Bernie Sanders,441,0.06561279296875
442,Gilbert Gottfried,442,0.0222320556640625
443,Arnold Schwarzenegger,443,0.0628662109375
444,Nelson Mandela,444,0.04986572265625
445,Mark Zuckerberg,445,0.11834716796875
446,Bernie Sanders,446,0.0299224853515625
447,Bernie Sanders,447,0.0197906494140625
448,Barack Obama,448,0.0261077880859375
449,Ayn Rand,449,0.0248260498046875
450,Ayn Rand,450,0.010772705078125
451,Winston Churchill,451,0.0369873046875
452,Bernie Sanders,452,0.020904541015625
453,Donald Trump,453,0.017059326171875
454,Ronald Reagan,454,0.03369140625
455,Robert Kardashian,455,0.023345947265625
456,Donald Trump,456,0.022613525390625
457,Ronald Reagan,457,0.035675048828125
458,Christopher Hitchens,458,0.0295562744140625
459,Bernie Sanders,459,0.020660400390625
460,Martin Luther King,460,0.059539794921875
461,Alec Guinness,461,0.036834716796875
462,Ayn Rand,462,0.0164337158203125
463,Ronald Reagan,463,0.056671142578125
464,Bernie Sanders,464,0.04156494140625
465,Barack Obama,465,0.01654052734375
466,Alec Guinness,466,0.061004638671875
467,Donald Trump,467,0.04132080078125
468,Donald Trump,468,0.01226806640625
469,Barack Obama,469,0.01390838623046875
470,Barack Obama,470,0.0187530517578125
471,Milton Friedman,471,0.0307464599609375
472,Alec Guinness,472,0.048095703125
473,Barack Obama,473,0.01446533203125
474,Donald Trump,474,0.027923583984375
475,Christopher Hitchens,475,0.027801513671875
476,Donald Trump,476,0.048370361328125
477,Alec Guinness,477,0.0279541015625
478,Donald Trump,478,0.0214996337890625
479,Bernie Sanders,479,0.0169830322265625
480,Donald Trump,480,0.00492095947265625
481,Alec Guinness,481,0.045806884765625
482,Donald Trump,482,0.0204925537109375
483,Barack Obama,483,0.03076171875
484,Alec Guinness,484,0.03729248046875
485,Bill Clinton,485,0.0222930908203125
486,Ayn Rand,486,0.0155487060546875
487,Alec Guinness,487,0.041412353515625
488,Alec Guinness,488,0.0233306884765625
489,Gilbert Gottfried,489,0.06640625
490,Gilbert Gottfried,490,0.053070068359375
491,Norm MacDonald,491,0.060089111328125
492,Ronald Reagan,492,0.048065185546875
493,Milton Friedman,493,0.061004638671875
494,Richard Nixon,494,0.11114501953125
495,Bernie Sanders,495,0.042633056640625
496,FDR,496,0.061004638671875
497,Alec Guinness,497,0.0275115966796875
498,Bernie Sanders,498,0.01016998291015625
499,Donald Trump,499,0.0241851806640625
500,Christopher Hitchens,500,0.0153961181640625
501,Christopher Hitchens,501,0.0180816650390625
502,Alec Guinness,502,0.045440673828125
503,Bernie Sanders,503,0.0298919677734375
504,Christopher Hitchens,504,0.025115966796875
505,Milton Friedman,505,0.09234619140625
506,Bernie Sanders,506,0.022674560546875
507,Arnold Schwarzenegger,507,0.0262298583984375
508,Barack Obama,508,0.0257110595703125
509,Gilbert Gottfried,509,0.0657958984375
510,Alan Watts,510,0.034759521484375
511,Bill Burr,511,0.0233612060546875
512,Louis C.K.,512,0.1097412109375
513,FDR,513,0.01898193359375
514,Richard Nixon,514,0.06866455078125
515,Bill Clinton,515,0.056488037109375
516,JFK,516,0.0198211669921875
517,Donald Trump,517,0.03802490234375
518,Milton Friedman,518,0.0291290283203125
519,Alec Guinness,519,0.033905029296875
520,Barack Obama,520,0.0157928466796875
521,Barack Obama,521,0.047760009765625
522,Alec Guinness,522,0.030853271484375
523,Louis Farrakhan,523,0.02142333984375
524,Barack Obama,524,0.0194854736328125
525,Mark Zuckerberg,525,0.031707763671875
526,The Notorious B.I.G.,526,0.08514404296875
527,FDR,527,0.048583984375
528,Alan Watts,528,0.0582275390625
529,Alec Guinness,529,0.0204315185546875
530,Barack Obama,530,0.01171875
531,Ronald Reagan,531,0.040740966796875
532,John Cleese,532,0.0252685546875
533,Donald Trump,533,0.0227203369140625
534,Barack Obama,534,0.01415252685546875
535,The Notorious B.I.G.,535,0.07952880859375
536,Winston Churchill,536,0.048004150390625
537,JFK,537,0.05694580078125
538,The Notorious B.I.G.,538,0.0889892578125
539,Bernie Sanders,539,0.038116455078125
540,Ayn Rand,540,0.057586669921875
541,Ayn Rand,541,0.05645751953125
542,Louis Farrakhan,542,0.06646728515625
543,Winston Churchill,543,0.0247802734375
544,Alec Guinness,544,0.027587890625
545,Milton Friedman,545,0.04766845703125
546,Bernie Sanders,546,0.0477294921875
547,FDR,547,0.05853271484375
548,Bernie Sanders,548,0.02716064453125
549,JFK,549,0.06622314453125
550,Mark Zuckerberg,550,0.079833984375
551,Donald Trump,551,0.031219482421875
552,Alexandria Ocasio-Cortez,552,0.0152740478515625
553,Donald Trump,553,0.0272369384765625
554,Winston Churchill,554,0.0126800537109375
555,Donald Trump,555,0.0185089111328125
556,Donald Trump,556,0.035491943359375
557,Barack Obama,557,0.033355712890625
558,Alec Guinness,558,0.0245361328125
559,Ayn Rand,559,0.021514892578125
560,Malcolm X,560,0.08056640625
561,Alec Guinness,561,0.04327392578125
562,Alec Guinness,562,0.04913330078125
563,Bill Clinton,563,0.0207672119140625
564,Mark Zuckerberg,564,0.0230255126953125
565,Queen Elizabeth II,565,0.046051025390625
566,Alec Guinness,566,0.046356201171875
567,Richard Nixon,567,0.040985107421875
568,Adam Driver,568,0.0175323486328125
569,Bernie Sanders,569,0.043914794921875
570,The Notorious B.I.G.,570,0.09393310546875
571,Christopher Hitchens,571,0.042449951171875
572,The Notorious B.I.G.,572,0.1322021484375
573,Christopher Hitchens,573,0.061798095703125
574,Alec Guinness,574,0.050506591796875
575,2Pac,575,0.0240020751953125
576,Bernie Sanders,576,0.0254058837890625
577,Christopher Hitchens,577,0.062744140625
578,Ayn Rand,578,0.07977294921875
579,Alec Guinness,579,0.028900146484375
580,Alec Guinness,580,0.03363037109375
581,JFK,581,0.0187530517578125
582,Donald Trump,582,0.0189666748046875
583,Christopher Hitchens,583,0.0185546875
584,Christopher Hitchens,584,0.011932373046875
585,Christopher Hitchens,585,0.0164031982421875
586,Robert Kardashian,586,0.1295166015625
587,Barack Obama,587,0.01291656494140625
588,Christopher Hitchens,588,0.03314208984375
589,Barack Obama,589,0.0183563232421875
590,Alexandria Ocasio-Cortez,590,0.025482177734375
591,Bernie Sanders,591,0.021240234375
592,Bernie Sanders,592,0.049346923828125
593,Christopher Hitchens,593,0.0653076171875
594,Bernie Sanders,594,0.038299560546875
595,Winston Churchill,595,0.0168304443359375
596,Donald Trump,596,0.022918701171875
597,Christopher Hitchens,597,0.044952392578125
598,Winston Churchill,598,0.024749755859375
599,Barack Obama,599,0.019256591796875
600,Martin Luther King,600,0.03411865234375
601,Bernie Sanders,601,0.02313232421875
602,Donald Trump,602,0.004467010498046875
603,Mark Zuckerberg,603,0.0231170654296875
604,Bill Clinton,604,0.0197601318359375
605,Donald Trump,605,0.057464599609375
606,Alec Guinness,606,0.0245513916015625
607,Donald Trump,607,0.018646240234375
608,Lyndon Johnson,608,0.015960693359375
609,Martin Luther King,609,0.055084228515625
610,Bernie Sanders,610,0.01430511474609375
611,Bernie Sanders,611,0.020111083984375
612,Ronald Reagan,612,0.0214691162109375
613,Bernie Sanders,613,0.023101806640625
614,Alec Guinness,614,0.0296783447265625
615,Ayn Rand,615,0.012237548828125
616,Mark Zuckerberg,616,0.0350341796875
617,Ronald Reagan,617,0.025360107421875
618,Martin Luther King,618,0.0258026123046875
619,Arnold Schwarzenegger,619,0.0294952392578125
620,Alec Guinness,620,0.0238037109375
621,Mark Zuckerberg,621,0.034027099609375
622,Barack Obama,622,0.0265655517578125
623,Bill Clinton,623,0.01849365234375
624,Mark Zuckerberg,624,0.01522064208984375
625,Ronald Reagan,625,0.0709228515625
626,Barack Obama,626,0.04766845703125
627,Mark Zuckerberg,627,0.058258056640625
628,Bill Clinton,628,0.0330810546875
629,George Carlin,629,0.050567626953125
630,Martin Luther King,630,0.0185089111328125
631,Alec Guinness,631,0.047393798828125
632,Winston Churchill,632,0.026947021484375
633,Ayn Rand,633,0.0565185546875
634,Bernie Sanders,634,0.047637939453125
635,Barack Obama,635,0.040374755859375
636,Donald Trump,636,0.05755615234375
637,Queen Elizabeth II,637,0.04327392578125
638,Donald Trump,638,0.01336669921875
639,Martin Luther King,639,0.054962158203125
640,Barack Obama,640,0.07763671875
641,Martin Luther King,641,0.07110595703125
642,Alec Guinness,642,0.0165252685546875
643,Donald Trump,643,0.0241851806640625
644,Bernie Sanders,644,0.016845703125
645,Donald Trump,645,0.01546478271484375
646,Bill Burr,646,0.054351806640625
647,Ronald Reagan,647,0.042572021484375
648,Milton Friedman,648,0.01776123046875
649,Donald Trump,649,0.024383544921875
650,Nick Offerman,650,0.018646240234375
651,Bernie Sanders,651,0.04840087890625
652,Bill Clinton,652,0.0614013671875
653,George Carlin,653,0.0157012939453125
654,Alec Guinness,654,0.0268707275390625
655,Alan Watts,655,0.0811767578125
656,Richard Nixon,656,0.01311492919921875
657,Bill Clinton,657,0.05364990234375
658,Donald Trump,658,0.0171661376953125
659,Christopher Hitchens,659,0.07440185546875
660,Bill Clinton,660,0.0946044921875
661,Christopher Hitchens,661,0.05096435546875
662,Bill Clinton,662,0.033172607421875
663,Donald Trump,663,0.0382080078125
664,Ayn Rand,664,0.039794921875
665,Christopher Hitchens,665,0.0202484130859375
666,Barack Obama,666,0.01560211181640625
667,Donald Trump,667,0.015625
668,Barack Obama,668,0.0121307373046875
669,Barack Obama,669,0.01812744140625
670,Christopher Hitchens,670,0.06353759765625
671,Robert Kardashian,671,0.0185089111328125
672,Barack Obama,672,0.0168914794921875
673,Barack Obama,673,0.01494598388671875
674,Alec Guinness,674,0.0118408203125
675,Alec Guinness,675,0.039581298828125
676,Barack Obama,676,0.020172119140625
677,Richard Nixon,677,0.07025146484375
678,Mark Zuckerberg,678,0.0228424072265625
679,Barack Obama,679,0.02056884765625
680,Bill Clinton,680,0.07611083984375
681,Bill Clinton,681,0.08685302734375
682,George W. Bush,682,0.104248046875
