videoname,poi,context,value
116,FDR,116,0.059234619140625
117,Alan Watts,117,0.07305908203125
118,Bernie Sanders,118,0.06793212890625
119,Barack Obama,119,0.035369873046875
120,Barack Obama,120,0.031463623046875
121,Ayn Rand,121,0.0994873046875
122,FDR,122,0.1334228515625
123,Donald Trump,123,0.03729248046875
124,Barack Obama,124,0.0311279296875
125,Donald Trump,125,0.04052734375
126,Mitch Hedberg,126,0.1405029296875
127,George W. Bush,127,0.0662841796875
128,Alan Watts,128,0.05682373046875
129,Milton Friedman,129,0.0228118896484375
130,Bernie Sanders,130,0.07568359375
131,Bill Clinton,131,0.0269317626953125
132,JFK,132,0.09844970703125
133,Barack Obama,133,0.161865234375
134,Donald Trump,134,0.06341552734375
135,Bernie Sanders,135,0.099365234375
136,Alec Guinness,136,0.05755615234375
137,Bill Clinton,137,0.033660888671875
138,Donald Trump,138,0.0517578125
139,Bernie Sanders,139,0.06439208984375
140,Alec Guinness,140,0.036773681640625
141,Mark Zuckerberg,141,0.026702880859375
142,Mark Zuckerberg,142,0.0233001708984375
143,Ayn Rand,143,0.032379150390625
144,Queen Elizabeth II,144,0.08056640625
145,Barack Obama,145,0.0391845703125
146,The Notorious B.I.G.,146,0.099365234375
147,Alec Guinness,147,0.05511474609375
148,Jerry Seinfeld,148,0.060699462890625
149,Martin Luther King,149,0.0892333984375
150,Queen Elizabeth II,150,0.07183837890625
151,Martin Luther King,151,0.043914794921875
152,Christopher Hitchens,152,0.06396484375
153,2Pac,153,0.1192626953125
154,Winston Churchill,154,0.0226898193359375
155,Alec Guinness,155,0.06829833984375
156,Martin Luther King,156,0.041595458984375
157,Bill Clinton,157,0.0238494873046875
158,Donald Trump,158,0.0262451171875
159,Bernie Sanders,159,0.06689453125
160,Martin Luther King,160,0.03515625
161,Donald Trump,161,0.044891357421875
162,Donald Trump,162,0.05828857421875
163,Alec Guinness,163,0.052886962890625
164,Barack Obama,164,0.11236572265625
165,George W. Bush,165,0.0762939453125
166,Alec Guinness,166,0.073974609375
167,Ayn Rand,167,0.0282440185546875
168,Alec Guinness,168,0.0307159423828125
169,Ayn Rand,169,0.0399169921875
170,Tucker Carlson,170,0.07000732421875
171,Donald Trump,171,0.02685546875
172,Ayn Rand,172,0.06317138671875
173,Christopher Hitchens,173,0.09063720703125
174,Alec Guinness,174,0.043548583984375
175,Nelson Mandela,175,0.09222412109375
176,Barack Obama,176,0.1173095703125
177,JFK,177,0.037353515625
178,Ronald Reagan,178,0.0323486328125
179,Ayn Rand,179,0.060546875
180,Donald Trump,180,0.033203125
181,Christopher Hitchens,181,0.028533935546875
182,Ayn Rand,182,0.07305908203125
183,Bernie Sanders,183,0.0308074951171875
184,Barack Obama,184,0.049591064453125
185,Winston Churchill,185,0.0216064453125
186,Alec Guinness,186,0.044921875
187,Bernie Sanders,187,0.0628662109375
188,Milton Friedman,188,0.0704345703125
189,Bernie Sanders,189,0.046600341796875
190,Barack Obama,190,0.0577392578125
191,Mark Zuckerberg,191,0.0789794921875
192,Winston Churchill,192,0.04644775390625
193,The Notorious B.I.G.,193,0.08355712890625
194,Bernie Sanders,194,0.020538330078125
195,Barack Obama,195,0.1505126953125
196,Bernie Sanders,196,0.027008056640625
197,Barack Obama,197,0.08697509765625
198,Bernie Sanders,198,0.063232421875
199,Barack Obama,199,0.017120361328125
200,Donald Trump,200,0.0255279541015625
201,Donald Trump,201,0.038055419921875
202,Ayn Rand,202,0.06622314453125
203,Barack Obama,203,0.078857421875
204,Donald Trump,204,0.0316162109375
205,Donald Trump,205,0.06597900390625
206,Ayn Rand,206,0.0255889892578125
207,Jerry Seinfeld,207,0.11029052734375
208,Bernie Sanders,208,0.041534423828125
209,Nelson Mandela,209,0.05303955078125
210,Alec Guinness,210,0.034881591796875
211,Ronald Reagan,211,0.057342529296875
212,Ronald Reagan,212,0.07037353515625
213,FDR,213,0.049102783203125
214,George W. Bush,214,0.096435546875
215,Alec Guinness,215,0.043212890625
216,Mark Zuckerberg,216,0.036376953125
217,Richard Nixon,217,0.040374755859375
218,Donald Trump,218,0.04498291015625
219,Donald Trump,219,0.0258026123046875
220,Ronald Reagan,220,0.03509521484375
221,Richard Nixon,221,0.0234832763671875
222,Donald Trump,222,0.0238800048828125
223,Barack Obama,223,0.04962158203125
224,John Cleese,224,0.08563232421875
225,Bill Clinton,225,0.11676025390625
226,Nelson Mandela,226,0.05670166015625
227,Barack Obama,227,0.0517578125
228,Alec Guinness,228,0.058349609375
229,The Notorious B.I.G.,229,0.128662109375
230,Christopher Hitchens,230,0.026275634765625
231,Frank Sinatra,231,0.11029052734375
232,Alexandria Ocasio-Cortez,232,0.07562255859375
233,Louis Farrakhan,233,0.051727294921875
234,Winston Churchill,234,0.0176544189453125
235,Christopher Hitchens,235,0.027069091796875
236,Alec Guinness,236,0.07342529296875
237,Christopher Hitchens,237,0.017822265625
238,Bill Clinton,238,0.034637451171875
239,Louis Farrakhan,239,0.031890869140625
240,JFK,240,0.0227813720703125
241,Ronald Reagan,241,0.055572509765625
242,Ayn Rand,242,0.09844970703125
243,Donald Trump,243,0.033294677734375
244,Barack Obama,244,0.0428466796875
245,Ronald Reagan,245,0.031341552734375
246,Martin Luther King,246,0.067138671875
247,Norm MacDonald,247,0.027496337890625
248,Christopher Hitchens,248,0.057891845703125
249,Alec Guinness,249,0.041229248046875
250,Donald Trump,250,0.060394287109375
251,Barack Obama,251,0.0438232421875
252,Queen Elizabeth II,252,0.2109375
253,Alexandria Ocasio-Cortez,253,0.03363037109375
254,Bernie Sanders,254,0.038116455078125
255,Alec Guinness,255,0.04827880859375
256,Winston Churchill,256,0.09454345703125
257,Richard Nixon,257,0.0650634765625
258,Barack Obama,258,0.036529541015625
259,Bernie Sanders,259,0.0333251953125
260,Donald Trump,260,0.059783935546875
261,Alec Guinness,261,0.035797119140625
262,Arnold Schwarzenegger,262,0.03192138671875
263,Ayn Rand,263,0.017822265625
264,Gilbert Gottfried,264,0.019866943359375
265,Alec Guinness,265,0.042724609375
266,Bernie Sanders,266,0.0255279541015625
267,Alec Guinness,267,0.052001953125
268,Donald Trump,268,0.064697265625
269,Ayn Rand,269,0.054473876953125
270,Queen Elizabeth II,270,0.0733642578125
271,Ronald Reagan,271,0.061798095703125
272,Barack Obama,272,0.0294036865234375
273,Mark Zuckerberg,273,0.033233642578125
274,Bill Burr,274,0.041229248046875
275,Alec Guinness,275,0.0457763671875
276,Barack Obama,276,0.041351318359375
277,Ayn Rand,277,0.0975341796875
278,Bill Clinton,278,0.09014892578125
279,Donald Trump,279,0.035858154296875
280,Bernie Sanders,280,0.04095458984375
281,Barack Obama,281,0.0308685302734375
282,Ayn Rand,282,0.062164306640625
283,John Cleese,283,0.0875244140625
284,Ayn Rand,284,0.02294921875
285,Winston Churchill,285,0.0426025390625
286,George Carlin,286,0.053680419921875
287,Bill Clinton,287,0.10089111328125
288,Barack Obama,288,0.034576416015625
289,Ayn Rand,289,0.040069580078125
290,Donald Trump,290,0.035400390625
291,Winston Churchill,291,0.059173583984375
292,Bernie Sanders,292,0.05987548828125
293,Bernie Sanders,293,0.059722900390625
294,Bernie Sanders,294,0.09716796875
295,Dwight Eisenhower,295,0.07708740234375
296,Alec Guinness,296,0.0765380859375
297,Malcolm X,297,0.1131591796875
298,Ayn Rand,298,0.1041259765625
299,Donald Trump,299,0.045379638671875
300,Bill Clinton,300,0.0350341796875
301,Barack Obama,301,0.039215087890625
302,Alec Guinness,302,0.0501708984375
303,Louis Farrakhan,303,0.07122802734375
304,Barack Obama,304,0.017822265625
305,Martin Luther King,305,0.0382080078125
306,George Carlin,306,0.07110595703125
307,Ronald Reagan,307,0.058502197265625
308,Ronald Reagan,308,0.06561279296875
309,Bernie Sanders,309,0.044921875
310,JFK,310,0.06591796875
311,Barack Obama,311,0.058013916015625
312,Christopher Hitchens,312,0.04241943359375
313,Nelson Mandela,313,0.0252685546875
314,Christopher Hitchens,314,0.025238037109375
315,Barack Obama,315,0.11199951171875
316,Bernie Sanders,316,0.03460693359375
317,Arnold Schwarzenegger,317,0.0771484375
318,Gilbert Gottfried,318,0.08349609375
319,Ronald Reagan,319,0.045684814453125
320,FDR,320,0.030670166015625
321,Christopher Hitchens,321,0.486572265625
322,Barack Obama,322,0.071533203125
323,Louis Farrakhan,323,0.0228729248046875
324,Barack Obama,324,0.032623291015625
325,Barack Obama,325,0.0295562744140625
326,Robert Kardashian,326,0.056121826171875
327,Barack Obama,327,0.03643798828125
328,Ronald Reagan,328,0.0439453125
329,John Cleese,329,0.07464599609375
330,Bernie Sanders,330,0.03271484375
331,Barack Obama,331,0.0180511474609375
332,Malcolm X,332,0.048095703125
333,FDR,333,0.12017822265625
334,Barack Obama,334,0.03839111328125
335,Bill Burr,335,0.032806396484375
336,Robert Kardashian,336,0.036773681640625
337,Bernie Sanders,337,0.040679931640625
338,Ronald Reagan,338,0.0577392578125
339,Ronald Reagan,339,0.082275390625
340,Ronald Reagan,340,0.048309326171875
341,Bill Clinton,341,0.07061767578125
342,Frank Sinatra,342,0.1494140625
343,Alec Guinness,343,0.0283660888671875
344,Kamala Harris,344,0.048828125
345,Mark Zuckerberg,345,0.01537322998046875
346,Richard Nixon,346,0.0543212890625
347,George W. Bush,347,0.07073974609375
348,Donald Trump,348,0.03759765625
349,Alec Guinness,349,0.045135498046875
350,Winston Churchill,350,0.10906982421875
351,Bill Clinton,351,0.075927734375
352,Barack Obama,352,0.06396484375
353,Orson Welles,353,0.056182861328125
354,Martin Luther King,354,0.11346435546875
355,Bill Clinton,355,0.029693603515625
356,Ronald Reagan,356,0.0645751953125
357,Ronald Reagan,357,0.05072021484375
358,Ayn Rand,358,0.0202789306640625
359,Louis Farrakhan,359,0.0305633544921875
360,Barack Obama,360,0.06439208984375
361,Bill Clinton,361,0.10577392578125
362,Bill Clinton,362,0.025634765625
363,Barack Obama,363,0.034393310546875
364,Alexandria Ocasio-Cortez,364,0.0306854248046875
365,Barack Obama,365,0.033966064453125
366,Bill Clinton,366,0.0494384765625
367,Winston Churchill,367,0.021759033203125
368,Arnold Schwarzenegger,368,0.069091796875
369,Barack Obama,369,0.0404052734375
370,Christopher Hitchens,370,0.0223236083984375
371,Louis Farrakhan,371,0.060455322265625
372,Alec Guinness,372,0.04010009765625
373,Ayn Rand,373,0.08447265625
374,Christopher Hitchens,374,0.0634765625
375,Alec Guinness,375,0.07080078125
376,Alec Guinness,376,0.186767578125
377,Barack Obama,377,0.0947265625
378,Ayn Rand,378,0.019439697265625
379,Christopher Hitchens,379,0.1900634765625
380,Alec Guinness,380,0.0804443359375
381,Barack Obama,381,0.10235595703125
382,Arnold Schwarzenegger,382,0.03009033203125
383,Ronald Reagan,383,0.0279388427734375
384,Donald Trump,384,0.0679931640625
385,Louis Farrakhan,385,0.13232421875
386,Christopher Hitchens,386,0.06854248046875
387,Alec Guinness,387,0.023956298828125
388,Barack Obama,388,0.0285186767578125
389,Richard Nixon,389,0.09259033203125
390,Louis Farrakhan,390,0.06805419921875
391,Ronald Reagan,391,0.06903076171875
392,Donald Trump,392,0.34423828125
393,Alec Guinness,393,0.028228759765625
394,Barack Obama,394,0.27978515625
395,Martin Luther King,395,0.22802734375
396,Milton Friedman,396,0.032867431640625
397,Mark Zuckerberg,397,0.039093017578125
398,Bernie Sanders,398,0.048065185546875
399,Alec Guinness,399,0.0699462890625
400,Donald Trump,400,0.03448486328125
401,Winston Churchill,401,0.0251312255859375
402,Alan Watts,402,0.0709228515625
403,FDR,403,0.07171630859375
404,Barack Obama,404,0.04669189453125
405,Christopher Hitchens,405,0.034515380859375
406,Donald Trump,406,0.0587158203125
407,Donald Trump,407,0.049835205078125
408,2Pac,408,0.1328125
409,Bernie Sanders,409,0.030364990234375
410,Boris Johnson,410,0.033172607421875
411,Donald Trump,411,0.06890869140625
412,JFK,412,0.0299072265625
413,Donald Trump,413,0.05242919921875
414,Dwight Eisenhower,414,0.02923583984375
415,Christopher Hitchens,415,0.0276641845703125
416,Nelson Mandela,416,0.06396484375
417,Robert Kardashian,417,0.043975830078125
418,Nick Offerman,418,0.1253662109375
419,Barack Obama,419,0.042938232421875
420,Barack Obama,420,0.035186767578125
421,Bernie Sanders,421,0.0711669921875
422,Bernie Sanders,422,0.053741455078125
423,Louis Farrakhan,423,0.0277252197265625
424,Bernie Sanders,424,0.1029052734375
425,George Carlin,425,0.05035400390625
426,Dwight Eisenhower,426,0.058319091796875
427,Mark Zuckerberg,427,0.07659912109375
428,Barack Obama,428,0.0200958251953125
429,Bernie Sanders,429,0.02313232421875
430,Alec Guinness,430,0.07794189453125
431,Donald Trump,431,0.052215576171875
432,Alan Watts,432,0.041168212890625
433,Bob Ross,433,0.105712890625
434,Donald Trump,434,0.026702880859375
435,JFK,435,0.01480865478515625
436,Mark Zuckerberg,436,0.02294921875
437,Boris Johnson,437,0.04595947265625
438,Donald Trump,438,0.05352783203125
439,Tucker Carlson,439,0.0601806640625
440,Donald Trump,440,0.056488037109375
441,Bernie Sanders,441,0.08770751953125
442,Gilbert Gottfried,442,0.021270751953125
443,Arnold Schwarzenegger,443,0.0823974609375
444,Nelson Mandela,444,0.06689453125
445,Mark Zuckerberg,445,0.1470947265625
446,Bernie Sanders,446,0.04266357421875
447,Bernie Sanders,447,0.033782958984375
448,Barack Obama,448,0.039794921875
449,Ayn Rand,449,0.0582275390625
450,Ayn Rand,450,0.018096923828125
451,Winston Churchill,451,0.043060302734375
452,Bernie Sanders,452,0.040863037109375
453,Donald Trump,453,0.026763916015625
454,Ronald Reagan,454,0.036651611328125
455,Robert Kardashian,455,0.0297088623046875
456,Donald Trump,456,0.059112548828125
457,Ronald Reagan,457,0.0352783203125
458,Christopher Hitchens,458,0.079345703125
459,Bernie Sanders,459,0.03729248046875
460,Martin Luther King,460,0.060455322265625
461,Alec Guinness,461,0.039581298828125
462,Ayn Rand,462,0.031829833984375
463,Ronald Reagan,463,0.06292724609375
464,Bernie Sanders,464,0.056640625
465,Barack Obama,465,0.03265380859375
466,Alec Guinness,466,0.091796875
467,Donald Trump,467,0.07568359375
468,Donald Trump,468,0.06549072265625
469,Barack Obama,469,0.0242919921875
470,Barack Obama,470,0.0243988037109375
471,Milton Friedman,471,0.061859130859375
472,Alec Guinness,472,0.09002685546875
473,Barack Obama,473,0.0269622802734375
474,Donald Trump,474,0.048919677734375
475,Christopher Hitchens,475,0.052154541015625
476,Donald Trump,476,0.13916015625
477,Alec Guinness,477,0.055755615234375
478,Donald Trump,478,0.042205810546875
479,Bernie Sanders,479,0.0313720703125
480,Donald Trump,480,0.0335693359375
481,Alec Guinness,481,0.044158935546875
482,Donald Trump,482,0.042388916015625
483,Barack Obama,483,0.061737060546875
484,Alec Guinness,484,0.053009033203125
485,Bill Clinton,485,0.02569580078125
486,Ayn Rand,486,0.029052734375
487,Alec Guinness,487,0.07586669921875
488,Alec Guinness,488,0.03509521484375
489,Gilbert Gottfried,489,0.0989990234375
490,Gilbert Gottfried,490,0.06317138671875
491,Norm MacDonald,491,0.06048583984375
492,Ronald Reagan,492,0.060699462890625
493,Milton Friedman,493,0.07635498046875
494,Richard Nixon,494,0.18212890625
495,Bernie Sanders,495,0.05426025390625
496,FDR,496,0.06121826171875
497,Alec Guinness,497,0.05792236328125
498,Bernie Sanders,498,0.0273284912109375
499,Donald Trump,499,0.051849365234375
500,Christopher Hitchens,500,0.018585205078125
501,Christopher Hitchens,501,0.028228759765625
502,Alec Guinness,502,0.07196044921875
503,Bernie Sanders,503,0.052581787109375
504,Christopher Hitchens,504,0.047882080078125
505,Milton Friedman,505,0.128173828125
506,Bernie Sanders,506,0.0338134765625
507,Arnold Schwarzenegger,507,0.034820556640625
508,Barack Obama,508,0.04901123046875
509,Gilbert Gottfried,509,0.0875244140625
510,Alan Watts,510,0.03338623046875
511,Bill Burr,511,0.0233001708984375
512,Louis C.K.,512,0.14306640625
513,FDR,513,0.036651611328125
514,Richard Nixon,514,0.1053466796875
515,Bill Clinton,515,0.08709716796875
516,JFK,516,0.02508544921875
517,Donald Trump,517,0.055908203125
518,Milton Friedman,518,0.0281982421875
519,Alec Guinness,519,0.053558349609375
520,Barack Obama,520,0.03021240234375
521,Barack Obama,521,0.08367919921875
522,Alec Guinness,522,0.0921630859375
523,Louis Farrakhan,523,0.0286865234375
524,Barack Obama,524,0.0284423828125
525,Mark Zuckerberg,525,0.041229248046875
526,The Notorious B.I.G.,526,0.10369873046875
527,FDR,527,0.052703857421875
528,Alan Watts,528,0.08428955078125
529,Alec Guinness,529,0.043365478515625
530,Barack Obama,530,0.027587890625
531,Ronald Reagan,531,0.06646728515625
532,John Cleese,532,0.0277557373046875
533,Donald Trump,533,0.0699462890625
534,Barack Obama,534,0.02532958984375
535,The Notorious B.I.G.,535,0.08001708984375
536,Winston Churchill,536,0.05389404296875
537,JFK,537,0.06573486328125
538,The Notorious B.I.G.,538,0.10931396484375
539,Bernie Sanders,539,0.06378173828125
540,Ayn Rand,540,0.07867431640625
541,Ayn Rand,541,0.0728759765625
542,Louis Farrakhan,542,0.09039306640625
543,Winston Churchill,543,0.053192138671875
544,Alec Guinness,544,0.031585693359375
545,Milton Friedman,545,0.06976318359375
546,Bernie Sanders,546,0.062042236328125
547,FDR,547,0.058258056640625
548,Bernie Sanders,548,0.038116455078125
549,JFK,549,0.091796875
550,Mark Zuckerberg,550,0.111083984375
551,Donald Trump,551,0.09381103515625
552,Alexandria Ocasio-Cortez,552,0.016937255859375
553,Donald Trump,553,0.058197021484375
554,Winston Churchill,554,0.023651123046875
555,Donald Trump,555,0.06439208984375
556,Donald Trump,556,0.054412841796875
557,Barack Obama,557,0.04290771484375
558,Alec Guinness,558,0.035980224609375
559,Ayn Rand,559,0.1053466796875
560,Malcolm X,560,0.09930419921875
561,Alec Guinness,561,0.058349609375
562,Alec Guinness,562,0.0689697265625
563,Bill Clinton,563,0.031646728515625
564,Mark Zuckerberg,564,0.0255584716796875
565,Queen Elizabeth II,565,0.062286376953125
566,Alec Guinness,566,0.07513427734375
567,Richard Nixon,567,0.043609619140625
568,Adam Driver,568,0.01464080810546875
569,Bernie Sanders,569,0.040679931640625
570,The Notorious B.I.G.,570,0.1160888671875
571,Christopher Hitchens,571,0.0416259765625
572,The Notorious B.I.G.,572,0.1282958984375
573,Christopher Hitchens,573,0.0718994140625
574,Alec Guinness,574,0.07415771484375
575,2Pac,575,0.0205535888671875
576,Bernie Sanders,576,0.04833984375
577,Christopher Hitchens,577,0.08245849609375
578,Ayn Rand,578,0.101318359375
579,Alec Guinness,579,0.035552978515625
580,Alec Guinness,580,0.10919189453125
581,JFK,581,0.0294647216796875
582,Donald Trump,582,0.0308990478515625
583,Christopher Hitchens,583,0.034637451171875
584,Christopher Hitchens,584,0.0242767333984375
585,Christopher Hitchens,585,0.030853271484375
586,Robert Kardashian,586,0.15283203125
587,Barack Obama,587,0.021209716796875
588,Christopher Hitchens,588,0.056243896484375
589,Barack Obama,589,0.0447998046875
590,Alexandria Ocasio-Cortez,590,0.04241943359375
591,Bernie Sanders,591,0.022552490234375
592,Bernie Sanders,592,0.07952880859375
593,Christopher Hitchens,593,0.0762939453125
594,Bernie Sanders,594,0.0482177734375
595,Winston Churchill,595,0.030670166015625
596,Donald Trump,596,0.04437255859375
597,Christopher Hitchens,597,0.046051025390625
598,Winston Churchill,598,0.029541015625
599,Barack Obama,599,0.0394287109375
600,Martin Luther King,600,0.05926513671875
601,Bernie Sanders,601,0.0343017578125
602,Donald Trump,602,0.0423583984375
603,Mark Zuckerberg,603,0.0228729248046875
604,Bill Clinton,604,0.02593994140625
605,Donald Trump,605,0.08056640625
606,Alec Guinness,606,0.032867431640625
607,Donald Trump,607,0.026824951171875
608,Lyndon Johnson,608,0.01351165771484375
609,Martin Luther King,609,0.057464599609375
610,Bernie Sanders,610,0.024932861328125
611,Bernie Sanders,611,0.042388916015625
612,Ronald Reagan,612,0.03515625
613,Bernie Sanders,613,0.038726806640625
614,Alec Guinness,614,0.041290283203125
615,Ayn Rand,615,0.017730712890625
616,Mark Zuckerberg,616,0.044158935546875
617,Ronald Reagan,617,0.033538818359375
618,Martin Luther King,618,0.02984619140625
619,Arnold Schwarzenegger,619,0.03302001953125
620,Alec Guinness,620,0.0230712890625
621,Mark Zuckerberg,621,0.0416259765625
622,Barack Obama,622,0.03240966796875
623,Bill Clinton,623,0.02716064453125
624,Mark Zuckerberg,624,0.0195770263671875
625,Ronald Reagan,625,0.09625244140625
626,Barack Obama,626,0.09625244140625
627,Mark Zuckerberg,627,0.0694580078125
628,Bill Clinton,628,0.052947998046875
629,George Carlin,629,0.0789794921875
630,Martin Luther King,630,0.034454345703125
631,Alec Guinness,631,0.059295654296875
632,Winston Churchill,632,0.037109375
633,Ayn Rand,633,0.08709716796875
634,Bernie Sanders,634,0.057952880859375
635,Barack Obama,635,0.05584716796875
636,Donald Trump,636,0.08514404296875
637,Queen Elizabeth II,637,0.05841064453125
638,Donald Trump,638,0.03125
639,Martin Luther King,639,0.0665283203125
640,Barack Obama,640,0.2900390625
641,Martin Luther King,641,0.08831787109375
642,Alec Guinness,642,0.0252532958984375
643,Donald Trump,643,0.08746337890625
644,Bernie Sanders,644,0.0270233154296875
645,Donald Trump,645,0.0281524658203125
646,Bill Burr,646,0.12939453125
647,Ronald Reagan,647,0.05010986328125
648,Milton Friedman,648,0.01317596435546875
649,Donald Trump,649,0.052001953125
650,Nick Offerman,650,0.0208587646484375
651,Bernie Sanders,651,0.0562744140625
652,Bill Clinton,652,0.09112548828125
653,George Carlin,653,0.0200347900390625
654,Alec Guinness,654,0.044708251953125
655,Alan Watts,655,0.0733642578125
656,Richard Nixon,656,0.023193359375
657,Bill Clinton,657,0.0797119140625
658,Donald Trump,658,0.033599853515625
659,Christopher Hitchens,659,0.0875244140625
660,Bill Clinton,660,0.121337890625
661,Christopher Hitchens,661,0.053192138671875
662,Bill Clinton,662,0.05303955078125
663,Donald Trump,663,0.061553955078125
664,Ayn Rand,664,0.057525634765625
665,Christopher Hitchens,665,0.0303192138671875
666,Barack Obama,666,0.0367431640625
667,Donald Trump,667,0.041351318359375
668,Barack Obama,668,0.030242919921875
669,Barack Obama,669,0.032745361328125
670,Christopher Hitchens,670,0.10064697265625
671,Robert Kardashian,671,0.03155517578125
672,Barack Obama,672,0.239501953125
673,Barack Obama,673,0.0308074951171875
674,Alec Guinness,674,0.02874755859375
675,Alec Guinness,675,0.1986083984375
676,Barack Obama,676,0.038055419921875
677,Richard Nixon,677,0.07806396484375
678,Mark Zuckerberg,678,0.0268707275390625
679,Barack Obama,679,0.040924072265625
680,Bill Clinton,680,0.10308837890625
681,Bill Clinton,681,0.1295166015625
682,George W. Bush,682,0.1334228515625
683,Bill Clinton,683,0.01262664794921875
684,Alexandria Ocasio-Cortez,684,0.0305328369140625
685,Bernie Sanders,685,0.07989501953125
686,Arnold Schwarzenegger,686,0.051971435546875
687,2Pac,687,0.2344970703125
688,Norm MacDonald,688,0.08428955078125
689,Dwight Eisenhower,689,0.0301055908203125
690,Alec Guinness,690,0.0469970703125
691,Louis Farrakhan,691,0.048797607421875
